ID	Type	RA	DECL	ID_OGLE_II	ID_OGLE_III	ID_OGLE_IV	ID_OTHER	I	V	V_I	P	T0	A_1	A_2	Remarks
OGLE-LMC-ECL-26566	ELL	4.740667	-68.406556	-99.99	LMC141.5.304	LMC539.19.11128	-99.99	17.813	17.789	-0.024	0.62748110	7000.00300	0.111	0.083	
OGLE-LMC-ECL-26569	ELL	4.741739	-69.675500	-99.99	LMC143.5.8343	LMC538.18.12355	-99.99	16.721	17.963	1.242	52.13560490	7007.75370	0.081	0.075	
OGLE-LMC-ECL-26577	ELL	4.744075	-64.863778	-99.99	-99.99	LMC542.22.15	-99.99	13.989	14.490	0.501	0.65459830	7000.18260	0.163	0.143	
OGLE-LMC-ECL-26598	ELL	4.753847	-65.994639	-99.99	-99.99	LMC541.20.3675	-99.99	15.764	16.475	0.711	0.37805990	7000.14820	0.118	0.099	
OGLE-LMC-ECL-26632	ELL	4.768386	-69.718139	-99.99	LMC143.3.362	LMC538.17.13277	-99.99	18.043	20.072	2.029	0.18669980	7000.08190	0.180	0.127	
OGLE-LMC-ECL-26644	ELL	4.772764	-69.236694	-99.99	LMC142.6.10959	LMC539.01.46	-99.99	15.040	15.922	0.882	10.21146800	7008.14550	0.054	0.050	
OGLE-LMC-ECL-26646	ELL	4.773292	-68.489500	-99.99	LMC141.5.9060	LMC539.18.12099	-99.99	16.201	16.148	-0.053	2.23752620	7000.89350	0.108	0.077	
OGLE-LMC-ECL-26648	ELL	4.773567	-72.799389	-99.99	-99.99	LMC528.21.4791	-99.99	16.261	17.630	1.369	205.32947870	7153.27240	0.035	0.020	
OGLE-LMC-ECL-26649	ELL	4.773847	-69.641167	-99.99	LMC143.4.110	LMC531.07.13354	-99.99	16.200	16.246	0.046	4.61371700	7002.22680	0.092	0.012	
OGLE-LMC-ECL-26652	ELL	4.774194	-71.265194	-99.99	-99.99	LMC529.30.7311	-99.99	16.043	17.584	1.541	87.45320350	7029.84850	0.117	0.084	
OGLE-LMC-ECL-26671	ELL	4.777772	-70.809944	-99.99	-99.99	LMC530.14.113	-99.99	16.858	17.986	1.128	85.63320110	7036.68050	0.331	0.189	
OGLE-LMC-ECL-26688	ELL	4.784006	-68.917139	-99.99	LMC141.8.8773	LMC539.08.103	-99.99	15.885	15.840	-0.045	4.18693410	7002.60680	0.037	0.029	
OGLE-LMC-ECL-26729	ELL	4.793178	-69.235528	-99.99	LMC142.3.129	LMC531.24.47	-99.99	16.207	16.325	0.118	5.59120240	7000.03640	0.131	0.080	
OGLE-LMC-ECL-26731	ELL	4.793433	-67.950306	-99.99	LMC140.6.9966	LMC532.25.249	-99.99	16.770	16.820	0.050	4.59757460	7000.47280	0.045	0.017	
OGLE-LMC-ECL-26737	ELL	4.795628	-69.573833	-99.99	LMC143.4.11117	LMC531.15.52	-99.99	17.633	17.722	0.089	3.00436380	7001.65180	0.090	0.025	
OGLE-LMC-ECL-26799	ELL	4.811475	-73.079556	-99.99	-99.99	LMC528.11.6548	-99.99	19.333	19.871	0.538	1.33646490	7000.56190	0.346	0.196	
OGLE-LMC-ECL-26824	ELL	4.815733	-70.606806	-99.99	LMC137.8.191	LMC530.13.7946	-99.99	17.129	17.231	0.102	4.28539580	7001.35510	0.115	0.041	
OGLE-LMC-ECL-26828	ELL	4.816817	-66.883111	-99.99	LMC138.6.5958	LMC533.16.7562	-99.99	17.793	18.475	0.682	23.84700300	7022.75610	0.208	0.154	
OGLE-LMC-ECL-26853	ELL	4.820661	-68.271417	-99.99	LMC140.1.3439	LMC532.15.3392	-99.99	19.179	20.010	0.831	4.48425690	7003.73150	0.172	0.128	
OGLE-LMC-ECL-26862	ELL	4.821814	-69.208250	-99.99	LMC142.3.14899	LMC531.23.4278	-99.99	17.186	17.322	0.136	4.11034340	7002.09730	0.081	0.015	
OGLE-LMC-ECL-26894	ELL	4.827206	-69.024278	-99.99	LMC142.4.14027	LMC531.23.14622	-99.99	15.857	15.882	0.025	3.65163820	7002.19870	0.113	0.067	
OGLE-LMC-ECL-26911	ELL	4.831886	-68.661000	-99.99	LMC141.2.12939	LMC532.06.16890	-99.99	17.014	17.100	0.086	4.33105490	7000.57020	0.067	0.013	
OGLE-LMC-ECL-26919	ELL	4.833186	-68.902389	-99.99	LMC141.1.13153	LMC531.30.25146	-99.99	17.056	17.113	0.057	2.14433840	7001.31880	0.062	0.024	
OGLE-LMC-ECL-26928	ELL	4.835128	-67.537028	-99.99	LMC139.2.1248	LMC532.31.17823	-99.99	18.308	18.434	0.126	1.72460610	7001.36160	0.119	0.065	
OGLE-LMC-ECL-26935	ELL	4.835872	-69.201972	-99.99	LMC135.6.90	LMC531.22.23760	-99.99	16.474	16.409	-0.065	1.07904910	7000.90740	0.029	0.009	
OGLE-LMC-ECL-26953	ELL	4.837736	-70.280417	-99.99	LMC137.5.12582	LMC530.21.19041	-99.99	17.754	17.827	0.073	1.76415920	7000.47810	0.070	0.021	
OGLE-LMC-ECL-26970	ELL	4.839794	-69.654250	-99.99	LMC136.5.831	LMC531.05.37555	-99.99	17.378	17.411	0.033	1.35899850	7000.58390	0.108	0.067	
OGLE-LMC-ECL-26985	ELL	4.842583	-71.557139	-99.99	-99.99	LMC529.20.6910	-99.99	15.023	16.587	1.564	228.84600840	7115.00020	0.099	0.022	
OGLE-LMC-ECL-27002	ELL	4.844436	-68.348722	-99.99	LMC140.1.12740	LMC532.14.14	-99.99	15.280	16.037	0.757	1.19296380	7000.80950	0.018	0.008	
OGLE-LMC-ECL-27004	ELL	4.845353	-69.186389	-99.99	LMC135.6.3608	LMC531.22.4944	-99.99	17.357	18.202	0.845	24.73580290	7003.27970	0.200	0.155	
OGLE-LMC-ECL-27015	ELL	4.846575	-71.406556	-99.99	-99.99	LMC529.28.302	-99.99	17.672	17.896	0.224	5.33902980	7003.64740	0.071	0.041	
OGLE-LMC-ECL-27040	ELL	4.850103	-69.908306	-99.99	LMC136.7.13869	LMC531.05.130	-99.99	16.721	16.705	-0.016	1.51093700	7000.21870	0.068	0.024	
OGLE-LMC-ECL-27047	ELL	4.851086	-69.401417	-99.99	LMC135.7.3416	LMC531.13.10285	7/NGC1712	15.201	15.141	-0.060	1.88025120	7001.58840	0.082	0.054	
OGLE-LMC-ECL-27049	ELL	4.851436	-69.086917	-99.99	LMC135.5.3915	LMC531.22.10047	-99.99	16.863	17.966	1.103	130.24560210	7115.57780	0.113	0.113	
OGLE-LMC-ECL-27086	ELL	4.856786	-69.585083	-99.99	LMC136.5.12998	LMC531.13.8	-99.99	14.886	14.779	-0.107	1.32216310	7000.40830	0.028	0.016	
OGLE-LMC-ECL-27091	ELL	4.857650	-70.598833	-99.99	LMC137.8.10015	LMC530.12.6826	-99.99	17.881	17.953	0.072	2.19613870	7001.03600	0.116	0.031	
OGLE-LMC-ECL-27103	ELL	4.860217	-66.941278	-99.99	LMC138.2.9183	LMC533.14.16238	-99.99	18.670	19.463	0.793	9.24565570	7001.27440	0.191	0.122	
OGLE-LMC-ECL-27106	ELL	4.860378	-70.380250	-99.99	LMC137.3.2745	LMC530.21.5830	-99.99	19.311	19.885	0.574	0.68495300	7000.47430	0.288	0.275	
OGLE-LMC-ECL-27124	ELL	4.863128	-68.771917	-99.99	LMC134.7.3841	LMC531.29.36186	-99.99	17.149	17.286	0.137	4.81574240	7001.26390	0.084	0.008	
OGLE-LMC-ECL-27146	ELL	4.866964	-66.571389	-99.99	-99.99	LMC533.23.7447	-99.99	18.226	18.961	0.735	5.87488460	7003.91750	0.104	0.088	
OGLE-LMC-ECL-27149	ELL	4.867103	-66.634139	-99.99	LMC138.4.7005	LMC533.23.4902	-99.99	15.257	15.152	-0.105	3.75177720	7001.07260	0.025	0.010	
OGLE-LMC-ECL-27154	ELL	4.867483	-67.941444	-99.99	LMC133.6.315	LMC532.22.20700	-99.99	17.033	17.017	-0.016	1.48513100	7001.07470	0.094	0.044	
OGLE-LMC-ECL-27163	ELL	4.868322	-66.784417	-99.99	LMC138.3.7150	LMC533.23.17	-99.99	14.976	14.794	-0.182	1.61588200	7001.39030	0.035	0.021	
OGLE-LMC-ECL-27188	ELL	4.872206	-68.940528	-99.99	LMC134.8.8391	LMC531.29.24608	-99.99	15.322	15.290	-0.032	3.46801680	7000.82790	0.084	0.045	
OGLE-LMC-ECL-27189	ELL	4.872375	-66.698750	-99.99	LMC138.4.7012	LMC533.23.2195	-99.99	15.351	15.189	-0.162	1.87706920	7000.26350	0.027	0.014	
OGLE-LMC-ECL-27192	ELL	4.872597	-69.486556	-99.99	LMC135.8.10293	LMC531.12.30303	-99.99	16.769	16.912	0.143	6.39208810	7003.24310	0.081	0.016	
OGLE-LMC-ECL-27198	ELL	4.873136	-66.921111	-99.99	LMC138.2.8229	LMC533.14.6632	-99.99	15.589	15.559	-0.030	1.22734310	7000.29430	0.033	0.013	
OGLE-LMC-ECL-27229	ELL	4.876906	-68.457028	-99.99	LMC134.5.7340	LMC532.05.15527	-99.99	17.760	17.865	0.105	3.70457830	7001.42090	0.110	0.032	
OGLE-LMC-ECL-27233	ELL	4.877192	-68.514306	-99.99	LMC134.6.23327	LMC532.05.10537	-99.99	16.682	16.774	0.092	7.60963090	7007.06450	0.092	0.022	
OGLE-LMC-ECL-27244	ELL	4.878936	-65.833028	-99.99	-99.99	LMC534.14.190	-99.99	17.032	17.099	0.067	4.71808450	7000.27300	0.106	0.031	
OGLE-LMC-ECL-27252	ELL	4.880039	-67.100611	-99.99	LMC131.8.100	LMC533.13.13334	-99.99	15.640	15.618	-0.022	3.79248270	7003.31950	0.115	0.082	
OGLE-LMC-ECL-27255	ELL	4.880547	-69.240306	-99.99	LMC135.6.11006	LMC531.21.519	-99.99	17.761	17.770	0.009	1.53294210	7000.93920	0.055	0.021	
OGLE-LMC-ECL-27260	ELL	4.881119	-70.179000	-99.99	LMC137.4.435	LMC530.28.75	-99.99	17.103	17.095	-0.008	1.56656210	7000.60240	0.056	0.022	
OGLE-LMC-ECL-27280	ELL	4.883697	-71.369389	-99.99	-99.99	LMC529.27.33	-99.99	15.236	15.780	0.544	66.95860290	7012.62810	0.296	0.190	
OGLE-LMC-ECL-27282	ELL	4.883797	-70.680861	-99.99	LMC137.1.48	LMC530.11.4882	-99.99	14.640	14.619	-0.021	6.27539760	7002.00320	0.053	0.024	
OGLE-LMC-ECL-27301	ELL	4.886817	-69.257722	-99.99	LMC135.2.19819	LMC531.21.72	-99.99	15.887	15.683	-0.204	1.90704240	7001.85890	0.030	0.020	
OGLE-LMC-ECL-27317	ELL	4.890328	-70.979194	-99.99	-99.99	LMC530.03.4405	-99.99	15.558	16.087	0.529	3.29401540	7000.80310	0.104	0.104	
OGLE-LMC-ECL-27327	ELL	4.892056	-71.700306	-99.99	-99.99	LMC529.19.152	-99.99	17.053	18.285	1.232	53.52020600	7010.29950	0.080	0.076	
OGLE-LMC-ECL-27353	ELL	4.895839	-68.535750	-99.99	LMC134.3.20684	LMC532.04.34277	-99.99	17.242	17.334	0.092	4.04138710	7002.48350	0.101	0.036	
OGLE-LMC-ECL-27386	ELL	4.900169	-65.036111	-99.99	-99.99	LMC534.30.4034	-99.99	16.814	16.830	0.016	4.56719390	7003.82400	0.055	0.013	
OGLE-LMC-ECL-27388	ELL	4.900597	-66.194056	-99.99	-99.99	LMC534.05.30	-99.99	15.726	17.217	1.491	155.40520320	7072.99810	0.184	0.120	
OGLE-LMC-ECL-27445	ELL	4.906558	-66.632028	-99.99	LMC131.5.12724	LMC533.21.20286	-99.99	16.222	16.097	-0.125	1.36826870	7001.16580	0.060	0.035	
OGLE-LMC-ECL-27463	ELL	4.908419	-66.580667	-99.99	LMC131.5.13440	LMC533.21.23795	-99.99	17.805	18.827	1.022	17.04050930	7004.08860	0.083	0.079	
OGLE-LMC-ECL-27468	ELL	4.909339	-70.160750	-99.99	LMC137.4.15914	LMC530.27.51	-99.99	15.766	15.661	-0.105	1.75123850	7000.15570	0.053	0.023	
OGLE-LMC-ECL-27473	ELL	4.910167	-69.508444	-99.99	LMC135.1.4395	LMC531.11.6136	-99.99	17.978	18.811	0.833	14.95780210	7001.78720	0.177	0.084	
OGLE-LMC-ECL-27475	ELL	4.910494	-66.687833	-99.99	LMC131.5.12660	LMC533.21.20238	-99.99	15.194	15.047	-0.147	3.73323850	7001.53740	0.038	0.027	
OGLE-LMC-ECL-27481	ELL	4.911683	-69.864333	-99.99	LMC136.2.16405	LMC531.03.415	-99.99	17.821	17.765	-0.056	6.56574910	7005.20790	0.051	0.033	
OGLE-LMC-ECL-27487	ELL	4.912114	-71.407778	-99.99	-99.99	LMC529.26.406	-99.99	17.531	17.554	0.023	2.26590780	7000.82580	0.054	0.032	
OGLE-LMC-ECL-27515	ELL	4.915492	-69.406500	-99.99	LMC135.1.25388	LMC531.11.11939	-99.99	14.989	14.933	-0.056	1.17972160	7001.06220	0.149	0.127	
OGLE-LMC-ECL-27517	ELL	4.915700	-69.488750	-99.99	LMC135.1.7764	LMC531.11.5935	-99.99	17.477	17.473	-0.004	1.03423970	7000.40040	0.047	0.022	
OGLE-LMC-ECL-27518	ELL	4.915703	-70.809611	-99.99	LMC130.5.829	LMC530.10.120	-99.99	17.696	17.694	-0.002	1.68873500	7000.65240	0.066	0.028	
OGLE-LMC-ECL-27520	ELL	4.915997	-70.008833	-99.99	LMC136.1.14256	LMC530.27.9414	-99.99	16.147	16.137	-0.010	1.31709090	7001.09300	0.022	0.009	
OGLE-LMC-ECL-27524	ELL	4.916208	-67.827917	-99.99	LMC133.4.393	LMC532.20.35202	-99.99	17.392	17.357	-0.035	1.10949400	7001.03520	0.062	0.030	
OGLE-LMC-ECL-27539	ELL	4.918128	-69.229444	-99.99	LMC135.3.9909	LMC531.19.37867	-99.99	18.674	18.896	0.222	0.93478430	7000.45250	0.116	0.060	
OGLE-LMC-ECL-27549	ELL	4.919042	-70.962250	-99.99	LMC130.6.1887	LMC530.02.5029	-99.99	18.696	18.800	0.104	1.03234770	7000.72010	0.150	0.095	
OGLE-LMC-ECL-27550	ELL	4.919094	-67.955167	-99.99	LMC133.3.1334	LMC532.20.24965	-99.99	18.307	18.286	-0.021	1.13014070	7000.57000	0.075	0.036	
OGLE-LMC-ECL-27564	ELL	4.920675	-71.238361	-99.99	LMC130.8.270	LMC529.26.11137	-99.99	16.590	16.668	0.078	2.50830660	7001.93430	0.087	0.066	
OGLE-LMC-ECL-27571	ELL	4.920947	-66.954333	-99.99	LMC131.7.14937	LMC533.12.7853	-99.99	16.760	16.677	-0.083	1.89043980	7001.73870	0.081	0.042	
OGLE-LMC-ECL-27581	ELL	4.922008	-66.942111	-99.99	LMC131.7.14678	LMC533.12.7864	-99.99	16.470	16.485	0.015	7.85351170	7004.60950	0.120	0.053	
OGLE-LMC-ECL-27583	ELL	4.922528	-62.111194	-99.99	-99.99	LMC584.15.40	-99.99	17.127	-99.99	-99.99	0.31731300	7000.13660	0.189	0.115	
OGLE-LMC-ECL-27585	ELL	4.922628	-69.584333	-99.99	LMC136.4.18781	LMC531.10.30255	-99.99	16.759	16.764	0.005	2.27610040	7001.12250	0.075	0.042	
OGLE-LMC-ECL-27587	ELL	4.923194	-69.858667	-99.99	LMC136.2.16096	LMC531.02.24313	-99.99	16.410	17.386	0.976	68.12807650	7063.73600	0.165	0.134	
OGLE-LMC-ECL-27604	ELL	4.925153	-67.272778	-99.99	LMC132.4.110	LMC533.04.8658	-99.99	15.356	15.254	-0.102	4.85569250	7002.30580	0.137	0.049	
OGLE-LMC-ECL-27623	ELL	4.927797	-70.320472	-99.99	LMC129.6.1014	LMC530.18.23422	-99.99	17.494	17.621	0.127	4.20372030	7002.39350	0.074	0.026	
OGLE-LMC-ECL-27647	ELL	4.932394	-66.936778	-99.99	LMC131.2.50	LMC533.11.22828	-99.99	15.058	16.607	1.549	534.81600070	7261.61330	0.033	0.017	
OGLE-LMC-ECL-27649	ELL	4.932486	-69.831222	-99.99	LMC128.6.49	LMC531.02.29355	-99.99	16.309	16.222	-0.087	2.69595790	7001.14200	0.023	0.009	
OGLE-LMC-ECL-27658	ELL	4.933214	-68.566611	-99.99	LMC134.3.30234	LMC532.03.6818	-99.99	16.460	16.658	0.198	10.82790680	7010.78650	0.124	0.045	
OGLE-LMC-ECL-27686	ELL	4.935911	-69.143250	-99.99	LMC135.3.35797	LMC531.19.15482	-99.99	17.783	17.897	0.114	2.30162450	7000.95810	0.115	0.039	
OGLE-LMC-ECL-27700	ELL	4.937592	-69.541944	-99.99	LMC127.8.301	LMC531.10.214	-99.99	17.267	17.395	0.128	3.20375920	7001.48530	0.110	0.016	
OGLE-LMC-ECL-27706	ELL	4.938467	-69.654972	-99.99	LMC128.5.171	LMC531.02.18513	-99.99	16.698	16.735	0.037	4.40332180	7004.06880	0.102	0.026	
OGLE-LMC-ECL-27745	ELL	4.941681	-67.197667	-99.99	LMC132.4.182	LMC533.03.30626	-99.99	15.629	15.584	-0.045	5.47187120	7001.43090	0.046	0.020	
OGLE-LMC-ECL-27747	ELL	4.941789	-68.724889	-99.99	LMC134.2.40506	LMC531.27.25765	-99.99	15.000	16.493	1.493	161.86900320	7079.55700	0.193	0.149	
OGLE-LMC-ECL-27762	ELL	4.943431	-69.668444	-99.99	LMC128.5.5871	LMC531.02.18420	-99.99	16.474	16.440	-0.034	2.57419800	7001.91370	0.080	0.050	
OGLE-LMC-ECL-27776	ELL	4.944744	-70.244250	-99.99	LMC129.5.113	LMC530.18.12620	-99.99	15.261	15.202	-0.059	5.30920370	7002.24920	0.104	0.043	
OGLE-LMC-ECL-27778	ELL	4.944994	-71.692361	-99.99	-99.99	LMC529.17.81	-99.99	15.761	15.724	-0.037	3.08157740	7001.05670	0.049	0.016	
OGLE-LMC-ECL-27797	ELL	4.945986	-66.802417	-99.99	LMC131.3.461	LMC533.20.253	-99.99	17.465	18.241	0.776	35.79945850	7031.40830	0.132	0.112	
OGLE-LMC-ECL-27817	ELL	4.948058	-72.021944	-99.99	-99.99	LMC529.08.41	-99.99	15.934	17.230	1.296	170.36600020	7124.06280	0.026	0.017	
OGLE-LMC-ECL-27830	ELL	4.949867	-69.480806	-99.99	LMC127.8.13	LMC531.09.34333	-99.99	14.294	15.374	1.080	0.27502050	7000.14380	0.184	0.162	
OGLE-LMC-ECL-27843	ELL	4.950589	-67.044500	-99.99	LMC131.1.566	LMC533.11.3817	-99.99	16.610	16.608	-0.002	3.42039820	7003.32850	0.109	0.071	
OGLE-LMC-ECL-27847	ELL	4.950747	-68.780361	-99.99	LMC126.7.147	LMC531.26.46004	-99.99	17.060	17.285	0.225	4.70917420	7003.85890	0.167	0.105	
OGLE-LMC-ECL-27856	ELL	4.951567	-71.118778	-99.99	LMC130.7.15470	LMC530.01.479	-99.99	19.321	19.563	0.242	0.82769200	7000.39680	0.346	0.225	
OGLE-LMC-ECL-27875	ELL	4.953725	-68.424778	-99.99	LMC126.5.30596	LMC532.02.20342	-99.99	16.933	17.210	0.277	6.67321610	7003.59220	0.068	0.047	
OGLE-LMC-ECL-27904	ELL	4.956375	-69.327111	-99.99	LMC127.7.8890	LMC531.09.51228	-99.99	17.647	17.678	0.031	1.73908030	7001.61100	0.146	0.053	
OGLE-LMC-ECL-27911	ELL	4.956897	-69.642917	-99.99	LMC128.5.12051	LMC531.01.45638	-99.99	14.717	14.641	-0.076	3.63815270	7002.22890	0.027	0.008	
OGLE-LMC-ECL-27912	ELL	4.956900	-69.642944	-99.99	LMC128.5.12051	LMC509.25.22047	-99.99	14.688	14.610	-0.078	3.63835100	7002.28970	0.025	0.010	
OGLE-LMC-ECL-27915	ELL	4.957103	-69.798139	-99.99	LMC128.6.11664	LMC531.01.31238	-99.99	17.152	17.211	0.059	2.76007620	7000.69800	0.058	0.024	
OGLE-LMC-ECL-27930	ELL	4.957969	-66.860583	-99.99	LMC131.3.16478	LMC533.10.27881	-99.99	15.613	15.466	-0.147	1.71696470	7000.96660	0.084	0.053	
OGLE-LMC-ECL-27941	ELL	4.959169	-70.633806	-99.99	LMC129.8.14277	LMC530.08.20837	-99.99	18.078	19.161	1.083	22.50677710	7008.43930	0.162	0.131	
OGLE-LMC-ECL-27948	ELL	4.959961	-69.626139	-99.99	LMC128.5.12069	LMC509.25.22207	-99.99	15.315	15.215	-0.100	1.81268080	7000.33410	0.112	0.083	
OGLE-LMC-ECL-27965	ELL	4.961661	-69.222639	-99.99	LMC127.6.7902	LMC531.18.7188	-99.99	17.978	17.960	-0.018	0.97832650	7000.05800	0.066	0.060	
OGLE-LMC-ECL-27972	ELL	4.962378	-69.589833	-99.99	LMC128.5.38779	LMC531.09.28114	-99.99	16.881	16.857	-0.024	1.37758240	7000.37370	0.081	0.061	
OGLE-LMC-ECL-27980	ELL	4.963961	-69.422722	-99.99	LMC127.8.34342	LMC531.09.13477	-99.99	16.486	16.456	-0.030	1.99862460	7000.18180	0.125	0.086	
OGLE-LMC-ECL-27991	ELL	4.965017	-68.774000	-99.99	LMC126.7.7837	LMC531.26.15792	-99.99	15.919	15.861	-0.058	1.78886960	7000.63340	0.051	0.022	
OGLE-LMC-ECL-28017	ELL	4.968742	-68.368722	-99.99	LMC125.8.184	LMC532.09.22451	-99.99	16.670	16.636	-0.034	1.45273310	7001.00250	0.051	0.025	
OGLE-LMC-ECL-28019	ELL	4.968869	-69.526778	-99.99	LMC127.8.14248	LMC531.09.5860	-99.99	17.601	17.699	0.098	5.40973540	7001.58610	0.066	0.049	
OGLE-LMC-ECL-28020	ELL	4.968892	-66.806250	-99.99	LMC131.3.17773	LMC533.19.209	-99.99	17.690	18.755	1.065	13.80523320	7010.63940	0.179	0.121	
OGLE-LMC-ECL-28021	ELL	4.969256	-65.679250	-99.99	-99.99	LMC534.11.10312	-99.99	18.677	18.867	0.190	0.60191670	7000.40370	0.166	0.075	
OGLE-LMC-ECL-28050	ELL	4.971042	-69.269583	-99.99	LMC127.7.45399	LMC531.18.54	-99.99	15.796	15.719	-0.077	1.78144020	7001.57690	0.047	0.018	
OGLE-LMC-ECL-28092	ELL	4.975014	-73.386972	-99.99	-99.99	LMC524.23.7186	-99.99	17.931	-99.99	-99.99	13.26980550	7004.60990	0.232	0.153	
OGLE-LMC-ECL-28112	ELL	4.977617	-67.854389	-99.99	LMC125.5.5099	LMC532.18.32761	-99.99	16.886	16.910	0.024	1.53883300	7000.99400	0.039	0.021	
OGLE-LMC-ECL-28154	ELL	4.981814	-69.540778	-99.99	LMC127.8.20429	LMC531.08.31089	-99.99	16.821	18.355	1.534	73.11180700	7007.86970	0.147	0.114	
OGLE-LMC-ECL-28179	ELL	4.984353	-68.213750	-99.99	LMC125.7.11952	LMC532.09.12713	-99.99	18.278	18.424	0.146	1.20155240	7000.96920	0.205	0.125	
OGLE-LMC-ECL-28184	ELL	4.984808	-68.773917	-99.99	LMC126.7.17892	LMC510.16.40803	-99.99	18.541	18.499	-0.042	1.88888110	7001.20050	0.083	0.078	
OGLE-LMC-ECL-28186	ELL	4.984981	-69.503500	-99.99	LMC127.8.21121	LMC531.08.37430	-99.99	18.230	19.517	1.287	42.23293070	7005.85790	0.221	0.213	
OGLE-LMC-ECL-28191	ELL	4.985622	-68.050083	-99.99	LMC125.6.11811	LMC532.18.1360	-99.99	19.480	19.827	0.347	1.17140340	7000.81020	0.382	0.271	
OGLE-LMC-ECL-28278	ELL	4.993469	-65.759111	-99.99	-99.99	LMC534.10.11299	-99.99	17.657	18.128	0.471	13.85358510	7009.74100	0.171	0.117	
OGLE-LMC-ECL-28298	ELL	4.995083	-69.446972	-99.99	LMC127.1.31025	LMC509.32.266	-99.99	15.750	15.725	-0.025	2.14433120	7001.32710	0.035	0.013	
OGLE-LMC-ECL-28329	ELL	4.998178	-70.309472	-99.99	LMC129.3.241	LMC509.07.21737	-99.99	15.858	17.187	1.329	88.61782550	7058.39700	0.184	0.164	
OGLE-LMC-ECL-28338	ELL	4.999000	-71.638056	-99.99	-99.99	LMC508.06.999	-99.99	17.714	17.735	0.021	1.28195430	7000.06890	0.104	0.042	
OGLE-LMC-ECL-28369	ELL	5.001811	-71.543472	-99.99	-99.99	LMC508.06.10396	-99.99	16.300	16.258	-0.042	2.39798080	7001.64510	0.044	0.015	
OGLE-LMC-ECL-28373	ELL	5.002183	-65.528389	-99.99	-99.99	LMC534.18.1036	-99.99	18.510	18.556	0.046	0.73682700	7000.19740	0.141	0.088	
OGLE-LMC-ECL-28382	ELL	5.002953	-66.480889	-99.99	-99.99	LMC533.26.186	-99.99	17.939	18.604	0.665	0.36699400	7000.18150	0.093	0.088	
OGLE-LMC-ECL-28396	ELL	5.004503	-70.152861	-99.99	LMC129.4.24693	LMC509.15.246	-99.99	15.716	15.561	-0.155	2.64256060	7000.72170	0.131	0.107	
OGLE-LMC-ECL-28404	ELL	5.005200	-66.062972	-99.99	-99.99	LMC534.01.15249	-99.99	14.914	14.734	-0.180	2.34543640	7002.00160	0.125	0.088	
OGLE-LMC-ECL-28428	ELL	5.006978	-65.905028	-99.99	-99.99	LMC534.09.1112	-99.99	18.852	18.808	-0.044	1.29875170	7000.79130	0.113	0.109	
OGLE-LMC-ECL-28445	ELL	5.008717	-72.136083	-99.99	-99.99	LMC507.22.8969	-99.99	19.387	19.569	0.182	0.55392290	7000.12750	0.275	0.122	
OGLE-LMC-ECL-28451	ELL	5.009039	-69.489389	LMC_SC15_3035	LMC127.1.7496	LMC509.32.222	-99.99	16.063	16.105	0.042	7.52715870	7001.24420	0.101	0.019	
OGLE-LMC-ECL-28454	ELL	5.009306	-65.899111	-99.99	-99.99	LMC534.09.199	-99.99	16.747	16.867	0.120	2.28383580	7000.83810	0.070	0.021	
OGLE-LMC-ECL-28458	ELL	5.009878	-66.602083	-99.99	LMC123.5.14748	LMC533.17.26841	-99.99	17.557	17.454	-0.103	1.23023490	7000.65050	0.110	0.055	
OGLE-LMC-ECL-28463	ELL	5.010175	-71.525056	-99.99	-99.99	LMC508.06.10404	-99.99	16.571	16.549	-0.022	3.55430380	7000.56050	0.168	0.093	
OGLE-LMC-ECL-28474	ELL	5.011489	-68.462972	-99.99	LMC126.4.93	LMC510.24.34445	-99.99	16.492	16.540	0.048	6.70152390	7005.30780	0.157	0.120	
OGLE-LMC-ECL-28488	ELL	5.012831	-69.458583	-99.99	LMC127.1.38825	LMC509.31.854	-99.99	17.007	-99.99	-99.99	35.80760970	7004.64890	0.186	0.146	
OGLE-LMC-ECL-28511	ELL	5.014172	-68.576472	-99.99	LMC126.3.36205	LMC510.24.5466	-99.99	18.546	19.498	0.952	71.80160290	7042.20430	0.219	0.205	
OGLE-LMC-ECL-28520	ELL	5.014997	-70.430389	-99.99	-99.99	LMC509.06.701	-99.99	17.521	17.541	0.020	2.86486740	7000.24800	0.099	0.042	
OGLE-LMC-ECL-28522	ELL	5.015339	-65.832444	-99.99	-99.99	LMC534.09.129	-99.99	16.043	15.866	-0.177	1.76746770	7000.05810	0.029	0.012	
OGLE-LMC-ECL-28529	ELL	5.015761	-71.051472	-99.99	LMC130.2.13844	LMC508.23.923	-99.99	17.720	17.774	0.054	5.57435060	7001.86820	0.075	0.073	
OGLE-LMC-ECL-28546	ELL	5.018028	-69.656056	-99.99	LMC128.4.15664	LMC509.23.25920	-99.99	15.889	17.238	1.349	229.62300080	7191.91510	0.030	0.013	
OGLE-LMC-ECL-28591	ELL	5.024225	-67.840278	-99.99	LMC125.4.5852	LMC511.07.29767	-99.99	16.477	17.497	1.020	122.37660160	7033.63360	0.126	0.121	
OGLE-LMC-ECL-28607	ELL	5.025425	-68.506139	-99.99	LMC126.3.42945	LMC510.24.34687	-99.99	17.151	18.089	0.938	122.28635570	7036.22490	0.086	0.084	
